lesson,order,title,jlpt,type,pattern,meaning_vi,usage,notes,examples,quiz
17,2,Mẫu câu Vないでください,N5,basic,Vないでください,Xin đừng làm V,Dùng để yêu cầu hoặc khuyên nhủ ai đó không thực hiện một hành động nào đó.,Thường dùng khi lo lắng cho đối phương hoặc đưa ra chỉ dẫn.,"[{""segments"": [{""kanji"": ""心配"", ""reading"": ""しんぱい""}, {""text"": ""しないでください。""}], ""vi"": ""Xin đừng lo lắng.""}, {""segments"": [{""text"": ""ここで ""}, {""kanji"": ""写真"", ""reading"": ""しゃしん""}, {""text"": ""を ""}, {""kanji"": ""撮"", ""reading"": ""と""}, {""text"": ""らないでください。""}], ""vi"": ""Xin đừng chụp ảnh ở đây.""}]","[{""question"": {""segments"": [{""kanji"": ""危"", ""reading"": ""あぶ""}, {""text"": ""ないですから、___ ください。""}]}, ""choices"": [""食べないで"", ""食べない"", ""食べてない""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""ここに ""}, {""kanji"": ""車"", ""reading"": ""くるま""}, {""text"": ""を ___ ください。""}]}, ""choices"": [""止めないで"", ""止めてない"", ""止めます""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""お ""}, {""kanji"": ""酒"", ""reading"": ""さけ""}, {""text"": ""を ___ ください。""}]}, ""choices"": [""飲みないで"", ""飲まないで"", ""飲まなくて""], ""answer"": 1}]"
17,3,Mẫu câu Vなければなりません,N5,basic,Vなければなりません,Phải làm V,Diễn tả một nghĩa vụ hoặc sự cần thiết không thể tránh khỏi phải thực hiện hành động.,"Có thể dùng mẫu tương đương là ""Vないといけない"".","[{""segments"": [{""kanji"": ""薬"", ""reading"": ""くすり""}, {""text"": ""を ""}, {""kanji"": ""飲"", ""reading"": ""の""}, {""text"": ""まなければなりません。""}], ""vi"": ""Tôi phải uống thuốc.""}, {""segments"": [{""text"": ""レポートを ""}, {""kanji"": ""出"", ""reading"": ""だ""}, {""text"": ""さなければなりません。""}], ""vi"": ""Tôi phải nộp báo cáo.""}]","[{""question"": {""segments"": [{""kanji"": ""明日"", ""reading"": ""あした""}, {""text"": ""テストがありますから、""}, {""kanji"": ""今日"", ""reading"": ""きょう""}, {""text"": "" ___ 。""}]}, ""choices"": [""勉強しなければなりません"", ""勉強しないでもいいです"", ""勉強してはいけません""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""病院"", ""reading"": ""びょういん""}, {""text"": ""へ ___ なければなりません。""}]}, ""choices"": [""行き"", ""行か"", ""行""], ""answer"": 1}, {""question"": {""segments"": [{""kanji"": ""漢字"", ""reading"": ""かんじ""}, {""text"": ""を ___ なければなりません。""}]}, ""choices"": [""覚え"", ""覚えな"", ""覚えない""], ""answer"": 0}]"
17,4,Mẫu câu Vなくてもいいです,N5,basic,Vなくてもいいです,Không làm V cũng được,"Diễn tả việc thực hiện hành động đó là không cần thiết, người nghe có quyền lựa chọn.","Đây là mẫu câu phủ định của ""Vなければなりません"".","[{""segments"": [{""kanji"": ""明日"", ""reading"": ""あした""}, {""text"": "" ""}, {""kanji"": ""来"", ""reading"": ""こ""}, {""text"": ""なくてもいいです。""}], ""vi"": ""Ngày mai bạn không đến cũng được.""}, {""segments"": [{""kanji"": ""名前"", ""reading"": ""なまえ""}, {""text"": ""を ""}, {""kanji"": ""書"", ""reading"": ""か""}, {""text"": ""かなくてもいいです。""}], ""vi"": ""Không cần viết tên cũng được.""}]","[{""question"": {""segments"": [{""kanji"": ""暑"", ""reading"": ""あつ""}, {""text"": ""くないですから、エアコンを ___ いいです。""}]}, ""choices"": [""つけないでも"", ""つけなくても"", ""つけなくて""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""この ""}, {""kanji"": ""問題"", ""reading"": ""もんだい""}, {""text"": ""は ""}, {""kanji"": ""簡単"", ""reading"": ""かんたん""}, {""text"": ""ですから、___ いいです。""}]}, ""choices"": [""教えなくて"", ""教えないでも"", ""教えなくても""], ""answer"": 2}, {""question"": {""segments"": [{""kanji"": ""靴"", ""reading"": ""くつ""}, {""text"": ""を ___ もいいですか。""}]}, ""choices"": [""脱がないで"", ""脱がなくて"", ""脱ぎなく""], ""answer"": 1}]"
17,5,Nhấn mạnh tân ngữ với trợ từ は,N5,basic,N (Tân ngữ) は ～,N thì...,Đưa tân ngữ lên đầu câu làm chủ đề để nhấn mạnh đối tượng đó.,"Lúc này trợ từ ""o"" được thay thế bằng ""wa"".","[{""segments"": [{""kanji"": ""車"", ""reading"": ""くるま""}, {""text"": ""は ここに ""}, {""kanji"": ""止"", ""reading"": ""と""}, {""text"": ""めないでください。""}], ""vi"": ""Xe thì xin đừng đỗ ở đây.""}, {""segments"": [{""kanji"": ""資料"", ""reading"": ""しりょう""}, {""text"": ""は ""}, {""kanji"": ""送"", ""reading"": ""おく""}, {""text"": ""らなくてもいいです。""}], ""vi"": ""Tài liệu thì không cần gửi cũng được.""}]","[{""question"": {""segments"": [{""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": ""キャベツを""}, {""kanji"": ""買"", ""reading"": ""か""}, {""text"": ""いました。 -> キャベツ ___ ""}, {""kanji"": ""昨日"", ""reading"": ""きのう""}, {""kanji"": ""買"", ""reading"": ""か""}, {""text"": ""いました。""}]}, ""choices"": [""は"", ""を"", ""gà""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""ここに""}, {""kanji"": ""電"", ""reading"": ""でん""}, {""kanji"": ""話"", ""reading"": ""わ""}, {""kanji"": ""番"", ""reading"": ""ばん""}, {""kanji"": ""号"", ""reading"": ""ごう""}, {""text"": ""を""}, {""kanji"": ""書"", ""reading"": ""か""}, {""text"": ""かないでください。 -> ""}, {""kanji"": ""電"", ""reading"": ""でん""}, {""kanji"": ""話"", ""reading"": ""わ""}, {""kanji"": ""番"", ""reading"": ""ばん""}, {""kanji"": ""号"", ""reading"": ""ごう""}, {""text"": "" ___ ここに""}, {""kanji"": ""書"", ""reading"": ""か""}, {""text"": ""かないでください。""}]}, ""choices"": [""を"", ""は"", ""が""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""レポート ___ ""}, {""kanji"": ""金曜日"", ""reading"": ""きんようび""}, {""text"": ""に""}, {""kanji"": ""出"", ""reading"": ""だ""}, {""text"": ""さなければなりません。""}]}, ""choices"": [""は"", ""を"", ""も""], ""answer"": 0}]"
17,6,Giới hạn thời gian (Trước mốc thời gian),N5,basic,N (Thời gian) までに,Cho đến trước N / Chậm nhất là N,Chỉ rõ thời hạn cuối cùng mà một hành động hoặc công việc phải được hoàn thành.,"Phân biệt với ""made"" (cho đến tận lúc).","[{""segments"": [{""kanji"": ""5時"", ""reading"": ""ごじ""}, {""text"": ""までに レポートを ""}, {""kanji"": ""送"", ""reading"": ""おく""}, {""text"": ""ってください。""}], ""vi"": ""Hãy gửi báo cáo trước 5 giờ.""}, {""segments"": [{""kanji"": ""日曜日"", ""reading"": ""にちようび""}, {""text"": ""までに ""}, {""kanji"": ""本"", ""reading"": ""ほん""}, {""text"": ""を ""}, {""kanji"": ""返"", ""reading"": ""かえ""}, {""text"": ""します。""}], ""vi"": ""Tôi sẽ trả sách trước Chủ Nhật.""}]","[{""question"": {""segments"": [{""kanji"": ""何時"", ""reading"": ""なんじ""}, {""text"": "" ___ ""}, {""kanji"": ""寮"", ""reading"": ""りょう""}, {""text"": ""へ""}, {""kanji"": ""帰"", ""reading"": ""かえ""}, {""text"": ""りますか。...12""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": ""までに""}, {""kanji"": ""帰"", ""reading"": ""かえ""}, {""text"": ""ります。""}]}, ""choices"": [""まで"", ""までに"", ""に""], ""answer"": 1}, {""question"": {""segments"": [{""kanji"": ""会議"", ""reading"": ""かいぎ""}, {""text"": ""は 6""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": "" ___ ""}, {""kanji"": ""終"", ""reading"": ""お""}, {""text"": ""わります。""}]}, ""choices"": [""までに"", ""まで"", ""に""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""金曜日"", ""reading"": ""きんようび""}, {""text"": "" ___ レポートを""}, {""kanji"": ""出"", ""reading"": ""だ""}, {""text"": ""してください。""}]}, ""choices"": [""に"", ""まで"", ""までに""], ""answer"": 2}]"
18,1,Động từ thể từ điển (Vる),N5,basic,Vる,Thể gốc / Thể từ điển,"Là hình thức cơ bản của động từ, dùng làm căn bản để tra từ điển hoặc kết hợp cấu trúc khác.","Nhóm I: đuôi âm i → u. Nhóm II: bỏ masu + ru. Nhóm III: shimasu → suru, kimasu → kuru.","[{""segments"": [{""kanji"": ""書"", ""reading"": ""か""}, {""text"": ""きます -> ""}, {""kanji"": ""書"", ""reading"": ""か""}, {""text"": ""く""}], ""vi"": ""viết""}, {""segments"": [{""kanji"": ""食"", ""reading"": ""た""}, {""text"": ""べます -> ""}, {""kanji"": ""食"", ""reading"": ""た""}, {""text"": ""べる""}], ""vi"": ""ăn""}]","[{""question"": {""segments"": [{""text"": ""「""}, {""kanji"": ""読"", ""reading"": ""よ""}, {""text"": ""みます」の thể từ điển là gì?""}]}, ""choices"": [""よむ"", ""よめる"", ""よる""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""「きます (đến)」の thể từ điển là gì?""}]}, ""choices"": [""くる"", ""きる"", ""こる""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""「します」の thể từ điển là gì?""}]}, ""choices"": [""する"", ""しる"", ""す""], ""answer"": 0}]"
18,2,Mẫu câu chỉ khả năng,N5,basic,N / Vることが できます,Có thể làm N / V,Diễn tả năng lực hoặc điều kiện cho phép thực hiện một hành động nào đó.,"Nếu là động từ, phải chia về thể từ điển rồi thêm こと. Trợ từ đi kèm khả năng luôn là が.","[{""segments"": [{""kanji"": ""私"", ""reading"": ""わたし""}, {""text"": ""は ""}, {""kanji"": ""料理"", ""reading"": ""りょうり""}, {""text"": ""が できます。""}], ""vi"": ""Tôi có thể nấu ăn.""}, {""segments"": [{""text"": ""カードで ""}, {""kanji"": ""払"", ""reading"": ""はら""}, {""text"": ""うことが できます。""}], ""vi"": ""Có thể thanh toán bằng thẻ.""}]","[{""question"": {""segments"": [{""kanji"": ""日本語"", ""reading"": ""にほんご""}, {""text"": "" ___ できますか。""}]}, ""choices"": [""を"", ""が"", ""に""], ""answer"": 1}, {""question"": {""segments"": [{""kanji"": ""漢字"", ""reading"": ""かんじ""}, {""text"": ""を ""}, {""kanji"": ""書"", ""reading"": ""か""}, {""text"": ""く ___ できます。""}]}, ""choices"": [""の"", ""こと"", ""もの""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""ピアノを ___ ことが できます。""}]}, ""choices"": [""ひく"", ""ひきます"", ""ひいて""], ""answer"": 0}]"
18,3,Mẫu câu nói về sở thích,N5,basic,趣味は N / Vることです,Sở thích là N / việc làm V,Dùng để giới thiệu về sở thích của bản thân hoặc người khác.,"Tương tự mẫu khả năng, động từ phải ở thể từ điển + こと để biến thành cụm danh từ.","[{""segments"": [{""kanji"": ""私"", ""reading"": ""わたし""}, {""text"": ""の""}, {""kanji"": ""趣味"", ""reading"": ""しゅみ""}, {""text"": ""は ""}, {""kanji"": ""本"", ""reading"": ""ほん""}, {""text"": ""を ""}, {""kanji"": ""読"", ""reading"": ""よ""}, {""text"": ""むことです。""}], ""vi"": ""Sở thích của tôi là đọc sách.""}, {""segments"": [{""kanji"": ""母"", ""reading"": ""はは""}, {""text"": ""の""}, {""kanji"": ""趣味"", ""reading"": ""しゅみ""}, {""text"": ""は ""}, {""kanji"": ""料理"", ""reading"": ""りょうり""}, {""text"": ""を ""}, {""kanji"": ""作"", ""reading"": ""つく""}, {""text"": ""ることです。""}], ""vi"": ""Sở thích của mẹ tôi là nấu ăn.""}]","[{""question"": {""segments"": [{""kanji"": ""趣味"", ""reading"": ""しゅみ""}, {""text"": ""は なに ___ か。""}]}, ""choices"": [""ですか"", ""ますか"", ""が""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""趣味"", ""reading"": ""しゅみ""}, {""text"": ""は ""}, {""kanji"": ""写真"", ""reading"": ""しゃしん""}, {""text"": ""を ___ ことです。""}]}, ""choices"": [""とる"", ""とります"", ""とって""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""趣味"", ""reading"": ""しゅみ""}, {""text"": ""は テニス ___ です。""}]}, ""choices"": [""を"", ""の"", ""Cả hai đều sai""], ""answer"": 2}]"
18,4,Trước khi làm gì (～前に),N5,basic,Vる / Nの / Lượng từ + 前に,Trước khi làm V1/N/Khoảng thời gian thì làm V2,"Diễn tả trình tự hành động, trong đó V2 xảy ra trước V1 hoặc trước một mốc thời gian.",Động từ luôn ở thể từ điển bất kể thì của câu. Danh từ phải có の. Lượng từ thời gian đi trực tiếp.,"[{""segments"": [{""kanji"": ""寝"", ""reading"": ""ね""}, {""text"": ""る""}, {""kanji"": ""前"", ""reading"": ""まえ""}, {""text"": ""に、""}, {""kanji"": ""音楽"", ""reading"": ""おんがく""}, {""text"": ""を ""}, {""kanji"": ""聞"", ""reading"": ""き""}, {""text"": ""きます。""}], ""vi"": ""Trước khi ngủ, tôi nghe nhạc.""}, {""segments"": [{""kanji"": ""食事"", ""reading"": ""しょくじ""}, {""text"": ""の""}, {""kanji"": ""前"", ""reading"": ""まえ""}, {""text"": ""に、""}, {""kanji"": ""手"", ""reading"": ""て""}, {""text"": ""を ""}, {""kanji"": ""洗"", ""reading"": ""あら""}, {""text"": ""います。""}], ""vi"": ""Trước bữa ăn, tôi rửa tay.""}]","[{""question"": {""segments"": [{""kanji"": ""日本"", ""reading"": ""にほん""}, {""text"": ""へ ""}, {""kanji"": ""行"", ""reading"": ""い""}, {""text"": ""く ___ 、""}, {""kanji"": ""日本語"", ""reading"": ""にほんご""}, {""text"": ""を ""}, {""kanji"": ""勉強"", ""reading"": ""べんきょう""}, {""text"": ""しました。""}]}, ""choices"": [""まえに"", ""あとで"", ""から""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""食事"", ""reading"": ""しょくじ""}, {""text"": "" ___ まえに、""}, {""kanji"": ""手"", ""reading"": ""て""}, {""text"": ""を""}, {""kanji"": ""洗"", ""reading"": ""あら""}, {""text"": ""います。""}]}, ""choices"": [""を"", ""の"", ""に""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""30""}, {""kanji"": ""分"", ""reading"": ""ふん""}, {""text"": "" ___ まえに、""}, {""kanji"": ""出"", ""reading"": ""で""}, {""text"": ""かけました。""}]}, ""choices"": [""に"", ""の"", ""Cả hai đều sai""], ""answer"": 2}]"
18,5,Phó từ なかなか,N5,basic,なかなか + Vることができません,Mãi mà không... / Khó mà...,Dùng để nhấn mạnh việc thực hiện một khả năng nào đó là rất khó khăn.,Thường đi cùng với thể phủ định của động từ chỉ khả năng.,"[{""segments"": [{""kanji"": ""忙"", ""reading"": ""いそが""}, {""text"": ""しいですから、なかなか ""}, {""kanji"": ""休"", ""reading"": ""やす""}, {""text"": ""むことができません。""}], ""vi"": ""Vì bận nên mãi mà tôi không thể nghỉ ngơi.""}]","[{""question"": {""segments"": [{""text"": ""___ ""}, {""kanji"": ""漢字"", ""reading"": ""かんじ""}, {""text"": ""を ""}, {""kanji"": ""書"", ""reading"": ""か""}, {""text"": ""くことが できません。""}]}, ""choices"": [""ぜひ"", ""なかなか"", ""とても""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""なかなか ___ (Mãi mà không hiểu).""}]}, ""choices"": [""わかります"", ""わかりません"", ""わかって""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""Phó từ 'nakanaka' thường đi với câu ___ 。""}]}, ""choices"": [""Khẳng định"", ""Phủ định"", ""Nghi vấn""], ""answer"": 1}]"
18,6,Phó từ ぜひ,N5,basic,ぜひ + Vてください / Vたいです,Rất muốn... / Nhất định hãy...,"Dùng để nhấn mạnh mong muốn của bản thân hoặc lời mời, yêu cầu tha thiết.",Thường đi kèm với các mẫu câu bày tỏ nguyện vọng hoặc sai khiến lịch sự.,"[{""segments"": [{""text"": ""ぜひ ""}, {""kanji"": ""日本"", ""reading"": ""にほん""}, {""text"": ""へ ""}, {""kanji"": ""旅行"", ""reading"": ""りょこう""}, {""text"": ""したいです。""}], ""vi"": ""Tôi rất muốn đi du lịch Nhật Bản.""}, {""segments"": [{""text"": ""ぜひ ""}, {""kanji"": ""遊"", ""reading"": ""あそ""}, {""text"": ""びに ""}, {""kanji"": ""来"", ""reading"": ""く""}, {""text"": ""てください。""}], ""vi"": ""Nhất định hãy đến chơi nhé.""}]","[{""question"": {""segments"": [{""text"": ""___ ""}, {""kanji"": ""日本"", ""reading"": ""にほん""}, {""text"": ""へ ""}, {""kanji"": ""行"", ""reading"": ""い""}, {""text"": ""きたいです。""}]}, ""choices"": [""ぜひ"", ""なかなか"", ""あまり""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""ぜひ うちへ ___ ください。""}]}, ""choices"": [""きて"", ""きないで"", ""くる""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""___ ""}, {""kanji"": ""一緒"", ""reading"": ""いっしょ""}, {""text"": ""に ""}, {""kanji"": ""食事"", ""reading"": ""しょくじ""}, {""text"": ""しましょう。""}]}, ""choices"": [""ぜひ"", ""なかなか"", ""とても""], ""answer"": 0}]"
